Movie Name,Role,Name
Spy Kids,Producer,Robert Rodriguez
Blackthorn,Director,Mateo Gil
Blackthorn,Screenwriter,Miguel Barros
Blackthorn,Producer,Andres Santana
Blackthorn,Producer,Ibon Cormenzana
Bowfinger,Director,Frank Oz
Bowfinger,Screenwriter,Steve Martin
Bowfinger,Producer,Brian Grazer
Snow Dogs,Director,Brian Levant
3 Days to Kill,Director,Joseph McGinty Nichol
3 Days to Kill,Screenwriter,Luc Besson
3 Days to Kill,Screenwriter,Adi Hasak
3 Days to Kill,Producer,Marc Libert
3 Days to Kill,Producer,Ryan Kavanaugh
Head Over Heels,Director,Mark Waters
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Director,Andrew Adamson
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Screenwriter,Ann Peacock
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Screenwriter,Andrew Adamson
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Screenwriter,Christopher Markus
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Screenwriter,Stephen McFeely
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Producer,Mark Johnson
Highway,Director,Coke Daniels
Auto Focus,Director,Paul Schrader
The Warrior's Way,Screenwriter,Sngmoo Lee
The Warrior's Way,Director,Sngmoo Lee
The Warrior's Way,Producer,Barrie M. Osborne
The Warrior's Way,Producer,Jooick Lee
The Warrior's Way,Producer,Michael Peyser
Scoop,Screenwriter,Woody Allen
Scoop,Director,Woody Allen
"Crazy, Stupid, Love",Director,Glenn Ficarra
"Crazy, Stupid, Love",Director,John Requa
"Crazy, Stupid, Love",Screenwriter,Dan Fogelman
"Crazy, Stupid, Love",Producer,Steve Carell
"Crazy, Stupid, Love",Producer,Denise Di Novi
A Mighty Wind,Director,Christopher Guest
The Giver,Director,Phillip Noyce
The Giver,Screenwriter,Michael Mitnick
The Giver,Screenwriter,Robert B. Weide
The Giver,Producer,Nikki Silver
The Giver,Producer,Jeff Bridges
The Giver,Producer,Neil Koenigsberg
Shame,Director,Steve Rodney McQueen
Shame,Screenwriter,Steve Rodney McQueen
Shame,Screenwriter,Abi Morgan
Shame,Producer,Iain Canning
Shame,Producer,Emile Sherman
Archaeology of a Woman,Director,Sharon Greytak
Machete,Director,Ethan Maniquis
Machete,Director,Robert Rodriguez
Machete,Screenwriter,Robert Rodriguez
Machete,Producer,Robert Rodriguez
Machete,Producer,Rick Schwartz
Machete,Producer,Elizabeth Avellan
The Deer Hunter,Director,Michael Cimino
The Black Dahlia,Director,Brian De Palma
Mrs. Doubtfire,Producer,Marsha Garces Williams
Mrs. Doubtfire,Producer,Robin Williams
Mrs. Doubtfire,Producer,Mark Radcliffe
Mrs. Doubtfire,Director,Chris Columbus
Mrs. Doubtfire,Screenwriter,Randi Mayem Singer
Mrs. Doubtfire,Screenwriter,Leslie Dixon
Valentine's Day,Director,Garry Marshall
Valentine's Day,Screenwriter,Katherine Fugate
Valentine's Day,Producer,Mike Karz
Valentine's Day,Producer,Wayne Rice
Mr. Nice Guy,Director,Sammo Hung Kam-Bo
Death Becomes Her,Director,Robert Zemeckis
Death Becomes Her,Screenwriter,Martin Donovan
Death Becomes Her,Screenwriter,David Koepp
Death Becomes Her,Producer,Robert Zemeckis
Death Becomes Her,Producer,Steve Starkey
This Is Martin Bonner,Director,Chad Hartigan
This Is Martin Bonner,Screenwriter,Chad Hartigan
This Is Martin Bonner,Producer,Cherie Saulter
The Bone Collector,Director,Phillip Noyce
The Bone Collector,Screenwriter,Jeremy Iacone
The Bone Collector,Producer,Martin Bregman
The Bone Collector,Producer,Michael Bregman
The Bone Collector,Producer,Louis A. Stroller
Die Welle,Director,Dennis Gansel
Die Welle,Producer,Christian Becker
Die Welle,Screenwriter,Dennis Gansel
Die Welle,Screenwriter,Peter Thorwarth
Made of Honor,Director,Paul Weiland
Tyler Perry's Good Deeds,Screenwriter,Tyler Perry
Tyler Perry's Good Deeds,Producer,Tyler Perry
Tyler Perry's Good Deeds,Director,Tyler Perry
Tyler Perry's Good Deeds,Producer,Ozzie Areu
Tyler Perry's Good Deeds,Producer,Paul Hall
Iron Man 3,Director,Shane Black
Iron Man 3,Screenwriter,Drew Pearce
Iron Man 3,Screenwriter,Shane Black
Iron Man 3,Producer,Kevin Feige
Sex Tape,Director,Jake Kasdan
Sex Tape,Producer,Todd Black
Sex Tape,Producer,Jason Blumenthal
Sex Tape,Producer,Steve Tisch
Sex Tape,Screenwriter,Kate Angelo
Sex Tape,Screenwriter,Jason Segel
Sex Tape,Screenwriter,Nicholas Stoller
Evil Dead II,Director,Sam Raimi
The Pink Panther,Director,Shawn Levy
The Bourne Ultimatum,Director,Paul Greengrass
The Bourne Ultimatum,Producer,Frank Marshall
The Bourne Ultimatum,Producer,Patrick Crowley
The Bourne Ultimatum,Producer,Paul L Sandberg
The Bourne Ultimatum,Screenwriter,Tony Gilroy
The Bourne Ultimatum,Screenwriter,Scott Z. Burns
The Bourne Ultimatum,Screenwriter,George Nolfi
The Bourne Ultimatum,Screenwriter,Robert Ludlum
The Beaver,Producer,Steve Golin
The Beaver,Producer,Keith Redmon
The Beaver,Producer,Ann Ruark
Facing the Giants,Director,Alex Kendrick
"House of 1,000 Corpses",Director,Rob Zombie
Ride With the Devil,Director,Ang Lee
Black and White,Director,James Toback
Black and White,Screenwriter,James Toback
Black and White,Producer,Michael Mailer
Black and White,Producer,Daniel Bigel
Black and White,Producer,Ron Rotholz
The Forbidden Kingdom,Director,Rob Minkoff
The Forbidden Kingdom,Screenwriter,John Fusco
The Forbidden Kingdom,Producer,Casey Silver
Young Guns,Director,Christopher Cain
Young Guns,Producer,Christopher Cain
Young Guns,Producer,Joe Roth
Young Guns,Screenwriter,John Fusco
Snatch,Director,Guy Ritchie
Snatch,Screenwriter,Guy Ritchie
Snatch,Producer,Matthew Vaughn
Nowhere Boy,Director,Sam Taylor-Wood
Nowhere Boy,Screenwriter,Matt Greenhalgh
Nowhere Boy,Screenwriter,Julia Baird
Nowhere Boy,Producer,Douglas Rae
Nowhere Boy,Producer,Robert Bernstein
Nowhere Boy,Producer,Kevin Loader
Land of the Lost,Director,Brad Silberling
Land of the Lost,Screenwriter,Chris Henchy
Land of the Lost,Screenwriter,Dennis McNicholas
Land of the Lost,Producer,Jimmy Miller
Land of the Lost,Producer,Sid Kroft
Land of the Lost,Producer,Marty Kroft
Zwartboek,Director,Paul Verhoeven
Doctor Zhivago,Director,David Lean
Last Vegas,Director,Jon Turteltaub
Last Vegas,Screenwriter,Dan Fogelman
Last Vegas,Producer,Laurence Mark
Last Vegas,Producer,Amy Baer
Night at the Museum: Battle of the Smithsonian,Director,Shawn Levy
Night at the Museum: Battle of the Smithsonian,Screenwriter,Robert Ben Garant
Night at the Museum: Battle of the Smithsonian,Screenwriter,Thomas Lennon
Night at the Museum: Battle of the Smithsonian,Producer,Shawn Levy
Night at the Museum: Battle of the Smithsonian,Producer,Chris Columbus
Night at the Museum: Battle of the Smithsonian,Producer,Michael Barnathan
Arbitrage,Director,Nicholas Jarecki
Arbitrage,Screenwriter,Nicholas Jarecki
Arbitrage,Producer,Laura Bickford
Arbitrage,Producer,Kevin Turen
Arbitrage,Producer,Justin Nappi
Arbitrage,Producer,Robert Salerno
You Only Live Twice,Producer,Albert R. Broccoli
16 Blocks,Director,Richard Donner
16 Blocks,Screenwriter,Richard Wenk
16 Blocks,Producer,Avi Lerner
16 Blocks,Producer,Randall Emmett
16 Blocks,Producer,John Thompson
16 Blocks,Producer,Arnold Rifkin
16 Blocks,Producer,Jim Van Wyck
Coriolanus,Director,Ralph Fiennes
Coriolanus,Producer,Colin Vaines
Coriolanus,Producer,Julia Taylor-Stanley
Coriolanus,Producer,Gabrielle Tana
Coriolanus,Producer,Ralph Fiennes
Coriolanus,Producer,John Logan
Coriolanus,Screenwriter,John Logan
Gone in 60 Seconds,Director,Dominic Sena
Gone in 60 Seconds,Screenwriter,Scott Rosenberg
Machete Kills,Director,Robert Rodriguez
Machete Kills,Screenwriter,Kyle Ward
Machete Kills,Producer,Robert Rodriguez
Machete Kills,Producer,Rick Schwartz
Machete Kills,Producer,Sergei Bespalov
Machete Kills,Producer,Alexander Rodnyansky
Machete Kills,Producer,Aaron Kaufman
Machete Kills,Producer,Iliana Nikolic
Quantum of Solace,Director,Marc Forster
Quantum of Solace,Producer,Michael G. Wilson
Quantum of Solace,Producer,Barbara Broccoli
The Oxford Murders,Producer,Gerardo Herrero
The Oxford Murders,Producer,Mariela Besuievsky
The Oxford Murders,Producer,Alvaro Augustin
The Oxford Murders,Producer,Kevin Loader
The Oxford Murders,Producer,Frank Ribiere
The Oxford Murders,Producer,Verane Frediani
The Oxford Murders,Director,Alex de la Iglesia
The Oxford Murders,Screenwriter,Alex de la Iglesia
The Oxford Murders,Screenwriter,Jorge Guerricaechevarría
"I Love You, Man",Director,John Hamburg
"I Love You, Man",Screenwriter,John Hamburg
"I Love You, Man",Producer,Donald De Line
"I Love You, Man",Producer,John Hamburg
Being John Malkovich,Director,Spike Jonze
The Expendables 2,Director,Simon West
The Expendables 2,Screenwriter,Richard Wenk
The Expendables 2,Screenwriter,Sylvester Stallone
The Expendables 2,Producer,Avi Lerner
The Expendables 2,Producer,Kevin King-Templeton
The Expendables 2,Producer,Danny Lerner
The Expendables 2,Producer,Les Weldon
Mission: Impossible,Director,Brian De Palma
Mission: Impossible,Screenwriter,David Koepp
Mission: Impossible,Screenwriter,Robert Towne
Mission: Impossible,Producer,Tom Cruise
Mission: Impossible,Producer,Paula Wagner
The Hangover Part II,Director,Todd Phillips
The Hangover Part II,Screenwriter,Craig Mazin
The Hangover Part II,Screenwriter,Scot Armstrong
The Hangover Part II,Screenwriter,Todd Phillips
The Hangover Part II,Producer,Todd Phillips
The Hangover Part II,Producer,Dan Goldberg
S.W.A.T.,Director,Clark Johnson
S.W.A.T.,Screenwriter,David Ayer
S.W.A.T.,Screenwriter,David McKenna
S.W.A.T.,Producer,Neal H. Moritz
S.W.A.T.,Producer,Dan Halsted
Faster,Producer,Martin Shafer
Faster,Producer,Liz Glotzer
Faster,Producer,Tony Gayton
Faster,Producer,Robert Teitel
Faster,Screenwriter,Tony Gayton
Faster,Screenwriter,Joe Gayton
Faster,Director,"George Tillman, Jr"
Extreme Ops,Director,Christian Duguay
Mr. Poppers's Penguins,Director,Mark Waters
Mr. Poppers's Penguins,Producer,John Davis
Mr. Poppers's Penguins,Screenwriter,Sean Anders
Mr. Poppers's Penguins,Screenwriter,John Morris
Mr. Poppers's Penguins,Screenwriter,Jared Stern
Dark Water,Director,Walter Salles
Dark Water,Screenwriter,Rafael Yglesias
Dark Water,Producer,Bell Mechanic
Dark Water,Producer,Roy Lee
Dark Water,Producer,Doug Davison
Bad Teacher,Producer,Jimmy Miller
Bad Teacher,Producer,David Householter
Bad Teacher,Director,Jake Kasdan
Bad Teacher,Screenwriter,Gene Stupnitsky
Bad Teacher,Screenwriter,Lee Eisenberg
Jennifer's Body,Producer,Mason Novick
Jennifer's Body,Producer,Daniel Dubiecki
Jennifer's Body,Producer,Jason Reitman
Jennifer's Body,Director,Karyn Kusama
Jennifer's Body,Screenwriter,Diablo Cody
There Be Dragons,Producer,Ignacio Gomez-Sanchez
There Be Dragons,Producer,Roland Joffe
There Be Dragons,Producer,Guy J. Louthan
There Be Dragons,Producer,Ignacio Nunez
There Be Dragons,Director,Roland Joffe
Snitch,Director,Ric Roman Waugh
Snitch,Screenwriter,Justin Haythe
Snitch,Screenwriter,Ric Roman Waugh
Snitch,Producer,Nigel Sinclair
Snitch,Producer,Matt Jackson
Snitch,Producer,Jonathan King
Snitch,Producer,Dwayne Johnson
Snitch,Producer,Dany Garcia
Snitch,Producer,Alex Brunner
Snitch,Producer,Tobin Armbrust
The First Great Train Robbery,Director,Michael Crichton
White Fang,Director,Randal Kleiser
White Fang,Producer,Marykay Powell
White Fang,Screenwriter,Jeanne Rosenberg
White Fang,Screenwriter,Nick Thiel
White Fang,Screenwriter,David Fallon
Baggage Claim,Director,David E. Talbert
Baggage Claim,Screenwriter,David E. Talbert
Baggage Claim,Producer,Steve J. Wolfe
Baggage Claim,Producer,David E. Talbert
The Iceman,Director,Ariel Vromen
The Iceman,Screenwriter,Ariel Vromen
The Iceman,Screenwriter,Morgan Land
The Iceman,Producer,Avi Lerner
The Iceman,Producer,Ariel Vromen
The Iceman,Producer,Ehud Blieberg
The Wedding Planner,Director,Adam Shankman
Side Effects,Director,Steven Soderbergh
Side Effects,Producer,Lorenzo di Bonaventura
Side Effects,Producer,Gregory Jacobs
Side Effects,Producer,Scott Z. Burns
Side Effects,Screenwriter,Scott Z. Burns
Beyond Borders,Director,Martin Campbell
The Salton Sea,Director,D.J. Caruso
Shall We Dance?,Director,Peter Chelsom
The Watch,Director,Akiva Schaffer
The Watch,Screenwriter,Jared Stern
The Watch,Screenwriter,Seth Rogen
The Watch,Screenwriter,Evan Goldberg
The Watch,Producer,Shawn Levy
Tomorrow Never Dies,Director,Roger Spottiswoode
Tomorrow Never Dies,Producer,Michael G. Wilson
Tomorrow Never Dies,Producer,Barbara Broccoli
Lucky Number Slevin,Director,Paul McGuigan
Flirting with Disaster,Director,David O. Russell
Babe: Pig in the City,Director,George Miller
Argo,Director,Ben Affleck
Argo,Screenwriter,Chris Terrio
Argo,Producer,Grant Heslov
Argo,Producer,Ben Affleck
Argo,Producer,George Clooney
The Fast and the Furious: Tokyo Drift,Director,Justin Lin
American Dreamz,Director,Paul Weitz
Elsa & Fred,Director,Michael Radford
The Hunted,Director,William Friedkin
The Last Temptation of Christ,Director,Martin Scorsese
After Earth,Director,M. Night Shyamalan
After Earth,Producer,Caleeb Pinkett
After Earth,Producer,Jada Pinkett Smith
After Earth,Producer,Will Smith
After Earth,Producer,James Lassiter
After Earth,Producer,M. Night Shyamalan
After Earth,Screenwriter,Gary Whitta
After Earth,Screenwriter,M. Night Shyamalan
Halloween 4: The Return of Michael Myers,Director,Dwight H. Little
Rio 2,Director,Carlos Saldanha
Rio 2,Screenwriter,Don Rhymer
Rio 2,Screenwriter,Carlos Kotkin
Rio 2,Screenwriter,Jenny Bicks
Rio 2,Screenwriter,Yoni Brenner
Rio 2,Producer,John C. Donkin
Rio 2,Producer,Bruce Anderson
Superman IV: The Quest for Peace,Director,Sidney J. Furie
Red Sonja,Director,Richard Fleischer
The Statement,Director,Norman Jewison
Superbad,Director,Greg Mottola
Superbad,Screenwriter,Seth Rogen
Superbad,Screenwriter,Evan Goldberg
Superbad,Producer,Judd Apatow
Superbad,Producer,Shauna Robertson
Scarface,Director,Brian De Palma
American Reunion,Screenwriter,Jon Hurwitz
American Reunion,Director,Jon Hurwitz
American Reunion,Screenwriter,Hayden Schlossberg
American Reunion,Director,Hayden Schlossberg
American Reunion,Producer,Craig Perry
American Reunion,Producer,Warren Zide
American Reunion,Producer,Chris Moore
American Reunion,Producer,Adam Herz
Role Models,Director,David Wain
Role Models,Screenwriter,Paul Rudd
Role Models,Screenwriter,David Wain
Role Models,Screenwriter,Ken Marino
Role Models,Screenwriter,Timothy Dowling
Role Models,Producer,Mary Parent
Role Models,Producer,Scott Stuber
Role Models,Producer,Luke Greenfield
Kiss the Girls,Director,Gary Fleder
Kiss the Girls,Screenwriter,David Klass
Kiss the Girls,Producer,David Brown
Kiss the Girls,Producer,Joe Wizan
Police Academy,Director,Hugh Wilson
Clerks,Director,Kevin Smith
Batman Returns,Producer,Denise Di Novi
Batman Returns,Producer,Tim Burton
Batman Returns,Director,Tim Burton
Batman Returns,Screenwriter,Daniel Waters
Air Force One,Director,Wolfgang Petersen
Air Force One,Producer,Jon Shestack
Air Force One,Producer,Gail Katz
Air Force One,Producer,Wolfgang Petersen
Air Force One,Producer,Armyan Bernstein
Air Force One,Screenwriter,Andrew W. Marlowe
Ocean's Twelve,Director,Steven Soderbergh
Ocean's Twelve,Screenwriter,George Nofi
Ocean's Twelve,Producer,Jerry Weintraub
Romeo+Juliet,Director,Baz Luhrmann
Romeo+Juliet,Screenwriter,Craig Pearce
Romeo+Juliet,Screenwriter,Baz Luhrmann
Romeo+Juliet,Producer,Gabriella Martinelli
Romeo+Juliet,Producer,Baz Luhrmann
Kickboxer,Director,Mark DiSalle
Beneath Hill 60,Director,Jeremy Sims
The Artist,Director,Michel Hazanavicius
The Artist,Producer,Thomas Langmann
How to Lose a Guy in 10 Days,Director,Donald Petrie
Miss Potter,Director,Chris Noonan
The Yards,Director,James Gray
Living Out Loud,Director,Richard LaGravenese
Radio Flyer,Director,Richard Donner
Radio Flyer,Screenwriter,David M. Evans
Radio Flyer,Producer,Lauren Shuler Donner
The Kite Runner,Director,Marc Forster
The Mortal Instruments: City of Bones,Director,Harald Zwart
The Mortal Instruments: City of Bones,Screenwriter,Jessica Postigo Paquette
The Mortal Instruments: City of Bones,Producer,Robert Kulzer
The Mortal Instruments: City of Bones,Producer,Don Carmody
World Trade Center,Director,Oliver Stone
World Trade Center,Screenwriter,Andrea Berloff
World Trade Center,Producer,Michael Shamberg
World Trade Center,Producer,Stacey Sher
World Trade Center,Producer,Moritz Borman
World Trade Center,Producer,Debra Hill
12 Years a Slave,Director,Steve Rodney McQueen
12 Years a Slave,Screenwriter,John Ridley
12 Years a Slave,Producer,Brad Pitt
12 Years a Slave,Producer,Dede Gardner
12 Years a Slave,Producer,Jeremy Kleiner
12 Years a Slave,Producer,Bill Pohlad
12 Years a Slave,Producer,Steve McQueen
12 Years a Slave,Producer,Arnon Milchan
12 Years a Slave,Producer,Anthony Katagas
Maleficent,Director,Robert Stromberg
Maleficent,Screenwriter,Linda Woolverton
Maleficent,Producer,Joe Roth
The Longshots,Director,Fred Durst
The Longshots,Director,Bob Weinstein
Red Planet,Producer,Bruce Berman
Cutthroat Island,Director,Renny Harlin
Damsels in Distress,Screenwriter,Whit Stillman
Damsels in Distress,Director,Whit Stillman
Damsels in Distress,Producer,Martin Shafer
Damsels in Distress,Producer,Liz Glotzer
All Good Things,Producer,Marc Smerling
All Good Things,Producer,Andrew Jarecki
All Good Things,Producer,Bruna Papandrea
All Good Things,Producer,Michael London
All Good Things,Screenwriter,Marcus Hinchey
All Good Things,Screenwriter,Marc Smerling
Aladdin,Director,John Musker
Aladdin,Director,Ron Clements
Aladdin,Producer,John Musker
Aladdin,Producer,Ron Clements
Aladdin,Screenwriter,Ron Clements
Aladdin,Screenwriter,John Musker
Aladdin,Screenwriter,Ted Elliott
Aladdin,Screenwriter,Terry Rossio
Jaws,Producer,Richard D. Zanuck
Jaws,Producer,David Brown
Jaws,Director,Steven Spielberg
Jaws,Screenwriter,Peter Benchley
Jaws,Screenwriter,Carl Gottlieb
Gangster Squad,Director,Ruben Fleischer
Gangster Squad,Screenwriter,Will Beall
Gangster Squad,Producer,Dan Lin
Gangster Squad,Producer,Kevin McCormick
Gangster Squad,Producer,Michael Tadross
Cliffhanger,Director,Renny Harlin
Halloween: Resurrection,Director,Rick Rosenthal
Grace Unplugged,Director,Brad J. Silverman
Grace Unplugged,Screenwriter,Brad J. Silverman
Grace Unplugged,Producer,Russ Rice
Grace Unplugged,Producer,Larry Frenzel
Grace Unplugged,Producer,Christopher M. Zarpas
Grace Unplugged,Producer,Robert E. Norton
The Legend of Zorro,Director,Martin Campbell
The Legend of Zorro,Producer,Walter F. Parkes
The Legend of Zorro,Producer,Laurie MacDonald
The Legend of Zorro,Producer,Lloyd Phillips
The Legend of Zorro,Screenwriter,Roberto Orci
The Legend of Zorro,Screenwriter,Alex Kurtzman
The Ugly Truth,Director,Robert Luketic
The Ugly Truth,Screenwriter,Nicole Eastman
The Ugly Truth,Screenwriter,Karen McCullah Lutz
The Ugly Truth,Screenwriter,Kirsten Smith
The Ugly Truth,Producer,Steven Reuther
The Ugly Truth,Producer,Kimberly di Bonaventura
The Ugly Truth,Producer,Deborah Jelin Newmyer
The Ugly Truth,Producer,Tom Rosenberg
The Ugly Truth,Producer,Gary Lucchesi
The Shadow,Director,Russell Mulcahy
The Shadow,Screenwriter,David Koepp
Black Nativity,Director,Kasi Lemmons
Black Nativity,Screenwriter,Kasi Lemmons
Black Nativity,Producer,Celine Rattray
Black Nativity,Producer,William Horberg
Black Nativity,Producer,Galt Niederhoffer
Lawless,Director,John Hillcoat
Lawless,Screenwriter,Nick Cave
Lawless,Producer,Douglas Wick
Lawless,Producer,Lucy Fisher
Lawless,Producer,Megan Ellison
Lawless,Producer,Michael Benaroya
Love and Basketball,Director,Gina Prince-Bythewood
A Night at the Roxbury,Producer,Lorne Michaels
A Night at the Roxbury,Producer,Amy Heckerling
A Night at the Roxbury,Director,John Fortenberry
A Night at the Roxbury,Screenwriter,Steve Koren
A Night at the Roxbury,Screenwriter,Will Ferrell
A Night at the Roxbury,Screenwriter,Chris Kattan
Frenzy,Director,Alfred Hitchcock
All About the Benjamins,Director,Kevin Bray
Domestic Disturbance,Director,Harold Becker
Domestic Disturbance,Producer,Jonathan D. Krane
Domestic Disturbance,Producer,Donald De Line
Domestic Disturbance,Screenwriter,Lewis Colick
Enemy of the State,Director,Tony Scott
Enemy of the State,Screenwriter,David Marconi
Enemy of the State,Producer,Jerry Bruckheimer
Clueless,Director,Amy Heckerling
Gremlins,Director,Joe Dante
Gremlins,Producer,Michael Finnell
Gremlins,Screenwriter,Chris Columbus
Unstoppable,Producer,Pete Yorn
Unstoppable,Producer,Tony Scott
Unstoppable,Producer,Mimi Rogers
Unstoppable,Producer,Eric McLeod
Unstoppable,Producer,Alex Young
Unstoppable,Director,Tony Scott
Unstoppable,Screenwriter,Mark Bomback
Made in Dagenham,Director,Nigel Cole
Made in Dagenham,Screenwriter,William Ivory
Made in Dagenham,Producer,Stephen Woolley
Made in Dagenham,Producer,Elizabeth Karlsen
The Sorcerer's Apprentice,Director,Jon Turteltaub
The Sorcerer's Apprentice,Screenwriter,Matt Lopez
The Sorcerer's Apprentice,Screenwriter,Doug Miro
The Sorcerer's Apprentice,Screenwriter,Carlo Bernard
The Sorcerer's Apprentice,Producer,Jerry Bruckheimer
Lost in Translation,Director,Sofia Coppola
Lost in Translation,Producer,Sofia Coppola
Lost in Translation,Producer,Ross Katz
Transformers,Director,Michael Bay
Transformers,Producer,Ian Bryce
Transformers,Producer,Tom DeSanto
Transformers,Producer,Lorenzo di Bonaventura
Transformers,Producer,Don Murphy
Transformers,Screenwriter,Roberto Orci
Transformers,Screenwriter,Alex Kurtzman
Renaissance Man,Director,Penny Marshall
Renaissance Man,Screenwriter,Jim Burnstein
Renaissance Man,Producer,Sara Colleton
Renaissance Man,Producer,Elliot Abbott
Renaissance Man,Producer,Robert Greenhut
Renaissance Man,Producer,Buzz Feitshans
Journey to the Center of the Earth,Director,Eric Brevig
Journey to the Center of the Earth,Screenwriter,Michael Weiss
Journey to the Center of the Earth,Screenwriter,Jennifer Flockett
Journey to the Center of the Earth,Screenwriter,Mark Levin
Journey to the Center of the Earth,Producer,Charlotte Huggins
Journey to the Center of the Earth,Producer,Beau Flynn
Vamps,Director,Amy Heckerling
Vamps,Screenwriter,Amy Heckerling
Vamps,Producer,Lauren Versel
Vamps,Producer,Molly Hassell
Vamps,Producer,Stuart Cornfeld
Vamps,Producer,Maria Teresa Arida
Vamps,Producer,Adam Brightman
The Monuments Men,Director,George Clooney
The Monuments Men,Producer,George Clooney
The Monuments Men,Producer,Grant Heslov
The Monuments Men,Screenwriter,George Clooney
The Monuments Men,Screenwriter,Grant Heslov
Bullet to the Head,Director,Walter Hill
Bullet to the Head,Screenwriter,Alessandro Camon
Bullet to the Head,Producer,Alexandra Milchan
Bullet to the Head,Producer,Alfred Gough
Bullet to the Head,Producer,Miles Millar
Bullet to the Head,Producer,Kevin King-Templeton
Born to Fly: Elizabeth Streb vs. Gravity,Director,Catherine Gund
Born to Fly: Elizabeth Streb vs. Gravity,Producer,Catherine Gund
Born to Fly: Elizabeth Streb vs. Gravity,Producer,Tanya Selvaratnam
Harrison Montgomery,Director,Daniel Davila
Beavis and Butt-head Do America,Director,Mike Judge
Blow,Director,Ted Demme
Blow,Screenwriter,David McKenna
Blow,Screenwriter,Nick Cassavetes
Blow,Producer,Ted Demme
Blow,Producer,Joel Stillerman
Blow,Producer,Denis Leary
The Time Traveler's Wife,Director,Robert Schwentke
The Time Traveler's Wife,Screenwriter,Bruce Joel Rubin
The Time Traveler's Wife,Producer,Nick Wechsler
The Time Traveler's Wife,Producer,Dede Gardner
Life of Pi,Director,Ang Lee
Life of Pi,Screenwriter,David Magee
Life of Pi,Producer,Gil Netter
Life of Pi,Producer,David Womark
Life of Pi,Producer,Ang Lee
Scooby-Doo,Director,Raja Gosnell
Scooby-Doo,Screenwriter,James Gunn
Scooby-Doo,Producer,Charles Roven
Scooby-Doo,Producer,Richard Suckle
2 Guns,Director,Baltasar Kormakur
2 Guns,Screenwriter,Blake Masters
2 Guns,Producer,Mark Platt
2 Guns,Producer,Randall Emmett
2 Guns,Producer,Norton Herrick
2 Guns,Producer,Adam Siegel
2 Guns,Producer,George Furla
2 Guns,Producer,Ross Richie
2 Guns,Producer,Andrew Cosby
Two Lovers,Director,James Gray
Mud,Director,Jeff Nichols
Mud,Producer,Sarah Green
Mud,Producer,Aaron Ryder
Mud,Producer,Lisa Marie Falcone
"Yours, Mine and Ours",Director,Raja Gosnell
Scream 2,Director,Wes Craven
Where the Wild Things Are,Producer,Tom Hanks
Where the Wild Things Are,Producer,Gary Goetzman
Where the Wild Things Are,Producer,John Carls
Where the Wild Things Are,Producer,Maurice Sendak
Where the Wild Things Are,Producer,Vincent Landay
Where the Wild Things Are,Director,Spike Jonze
Where the Wild Things Are,Screenwriter,Spike Jonze
Where the Wild Things Are,Screenwriter,Dave Eggers
The Caveman's Valentine,Director,Kasi Lemmons
Doctor Seuss' The Lorax,Director,Chris Renaud
Doctor Seuss' The Lorax,Producer,Janet Healy
Doctor Seuss' The Lorax,Screenwriter,Cinco Paul
Doctor Seuss' The Lorax,Screenwriter,Ken Daurio
The Cold Light of Day,Producer,Trevor Macy
The Cold Light of Day,Producer,Marc D. Evans
The Cold Light of Day,Screenwriter,Scott Wiper
The Cold Light of Day,Screenwriter,John Petro
The Cold Light of Day,Director,Mabrouk El Mechri
Kids,Director,Harmony Korine
Open Water,Producer,Laura Lau
Open Water,Producer,Chris Kentis
Open Water,Director,Chris Kentis
Open Water,Screenwriter,Chris Kentis
Everything You Always Wanted to Know,Screenwriter,Woody Allen
Everything You Always Wanted to Know,Director,Woody Allen
The Book of Eli,Director,The Hughes Brothers
The Book of Eli,Screenwriter,Gary Whitta
The Book of Eli,Producer,Joel Silver
The Book of Eli,Producer,Denzel Washington
The Book of Eli,Producer,Broderick Johnson
The Book of Eli,Producer,Andrew S. Kosove
The Book of Eli,Producer,David Valdes
Beauty and the Beast,Director,Gary Trousdale
Beauty and the Beast,Director,Kirk Wise
Beauty and the Beast,Producer,Don Hahn
Jagten,Director,Thomas Vinterberg
Jagten,Screenwriter,Thomas Vinterberg
Jagten,Screenwriter,Tobias Lindholm
Jagten,Producer,Sisse Graum Jorgensen
Jagten,Producer,Morten Kaufmann
Avatar,Director,James Cameron
Avatar,Screenwriter,James Cameron
Avatar,Producer,James Cameron
Avatar,Producer,Jon Landau
Albino Alligator,Director,Kevin Spacey
White Squall,Director,Ridley Scott
White Squall,Producer,Mimi Polk
White Squall,Producer,Rocky Lang
White Squall,Screenwriter,Todd Robinson
Outbreak,Director,Wolfgang Petersen
You Kill Me,Director,John Dahl
Up Close & Personal,Director,Jon Avnet
Force 10 from Navarone,Director,Guy Hamilton
The Dead Zone,Director,David Cronenberg
The Town,Director,Ben Affleck
The Town,Screenwriter,Peter Craig
The Town,Screenwriter,Ben Affleck
The Town,Screenwriter,Aaron Stockard
