Movie Name,Release Date,Genre,Budget,Gross,RT Critic Label,RT Critic Rating,RT Audience Label,RT Audience Rating,IMDB Rating,Directors,Producers,Sreenwriters,Actors
Thor: The Dark World, 2013/11/8,Adventure,170000000.0,206360018.0,Fresh,65%,Upright,79%,7.2,Alan Taylor,Kevin Feige,Christopher L. Yost|Christopher Markus|Stephen McFeely,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Stellan Skarsgård
50 First Dates, 2004/2/13,Romantic Comedy,75000000.0,120776832.0,Rotten,44%,Upright,65%,6.8,Peter Segal,Jack Giarraputo|Steve Golin|Nancy Juvonen,George Wing,Adam Sandler|Drew Barrymore|Rob Schneider|Sean Astin|Lusia Strus
Battle: Los Angeles, 2011/3/11,Action,70000000.0,83552429.0,Rotten,35%,Spilled,48%,5.8,Jonathan Liebesman,Neal H. Moritz|Ori Marmur,Chris Bertolini,Aaron Eckhart|Michelle Rodriguez|Ramon Rodriguez|Bridget Moynahan|Ne-Yo
Notorious, 2009/1/16,Drama,19000000.0,36843682.0,Rotten,51%,Upright,66%,6.6,"George Tillman, Jr",Voletta Wallace|Wayne Barrow|Mark Pitts|Robert Teitel|Trish Hofmann,Cheo Hodari Coker|Reggie Rock Bythewood,Angela Bassett|Derek Luke|Smith Antonique|Naturi Naughton|Dennis White
Seven Years in Tibet, 1997/10/8,Drama,70000000.0,37945884.0,Fresh,61%,Upright,74%,7.0,Jean-Jacques Annaud,Jean-Jacques Annaud|John H. Williams|Iain Smith,Becky Johnston,Brad Pitt|David Thewlis|B.D. Wong|Mako|Danny Denzongpa
White Fang, 1991/1/18,Adventure,14000000.0,34729091.0,Fresh,63%,Upright,63%,6.6,Randal Kleiser,Marykay Powell,Jeanne Rosenberg|Nick Thiel|David Fallon,Ethan Hawke|Klaus Maria Brandauer|Seymour Cassel|James Remar|Susan Hogan
Somewhere, 2010/12/22,Drama,7000000.0,1785645.0,Certified Fresh,72%,Spilled,47%,6.3,Sofia Coppola,G. Mac Brown|Roman Coppola|Sofia Coppola,Sofia Coppola,Stephen Dorff|Elle Fanning|Chris Pontius|Lala Sloatman
K-19: The Widowmaker, 2002/7/19,Action,90000000.0,35168966.0,Fresh,60%,Spilled,52%,6.6,Kathryn Bigelow,Kathryn Bigelow|Joni Sighvatsson|Christine Whitaker|Edward S. Feldman,Christopher Kyle,Harrison Ford|Liam Neeson|Peter Sarsgaard|Joss Ackland|John Shrapnel
Cinderella Man, 2005/6/3,Drama,88000000.0,61649911.0,Certified Fresh,80%,Upright,91%,8.0,Ron Howard,Brian Grazer|Ron Howard|Penny Marshall,Cliff Hollingsworth|Akiva Goldsman,Russell Crowe|Renée Zellweger|Paul Giamatti|Craig Bierko|Bruce McGill
The Family Man, 2000/12/22,Comedy,60000000.0,75764085.0,Rotten,53%,Upright,67%,6.7,Brett Ratner,Zvi Howard Rosenman|Tony Ludwig|Alan Riche|Marc Abraham,David Diamond|David Weissman,Nicolas Cage|Tea Leoni|Jeremy Piven|Saul Rubinek|Don Cheadle
Final Destination 5, 2011/8/12,Horror,40000000.0,42587643.0,Fresh,61%,Spilled,52%,5.9,Steven Quale,Craig Perry|Warren Zide,Eric Heisserer,Nicolas D'Agosto|Emma Bell|Miles Fisher|Ellen Wroe|Jacqueline MacInnes Wood
Cars 2, 2011/6/24,Adventure,200000000.0,191450875.0,Rotten,39%,Spilled,51%,6.4,John Lasseter,Denise Ream,Ben Queen,Dan Whitney|Owen Wilson|Michael Caine|Emily Mortimer|Eddie Izzard
Faster, 2010/11/24,Action,12000000.0,23240020.0,Rotten,43%,Spilled,49%,6.5,"George Tillman, Jr",Martin Shafer|Liz Glotzer|Tony Gayton|Robert Teitel,Tony Gayton|Joe Gayton,Dwayne Johnson|Mauricio Lopez|James Gaines|Tom Berenger|Jan Hoag
Deep Blue Sea, 1999/7/28,Action,60000000.0,73648228.0,Rotten,56%,Spilled,38%,5.7,Renny Harlin,Akiva Goldsman|Tony Ludwig|Alan Riche,Duncan Kennedy|Donna Powers|Wayne Powers,Saffron Burrows|Thomas Jane|LL Cool J|Jacqueline McKenzie|Michael Rapaport
Confessions of a Dangerous Mind, 2002/12/31,Drama,29000000.0,16007718.0,Certified Fresh,79%,Upright,76%,7.1,George Clooney,Andrew Lazar,Charlie Kaufman,Drew Barrymore|George Clooney|Julia Roberts|Sam Rockwell|Rutger Hauer
Thor, 2011/5/6,Action,150000000.0,181030624.0,Certified Fresh,77%,Upright,76%,7.0,Kenneth Branagh,Kevin Feige,Ashley Edward Miller|Zack Stentz|Don Payne,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Stellan Skarsgård
The Dark Knight Rises, 2012/7/20,Action,275000000.0,448139099.0,Certified Fresh,88%,Upright,90%,8.6,Christopher Nolan,Christopher Nolan|Emma Thomas|Charles Roven,Christopher Nolan|Jonathan Nolan,Christian Bale|Michael Caine|Gary Oldman|Anne Hathaway|Tom Hardy
Escape From Planet Earth, 2013/2/15,Adventure,40000000.0,57012977.0,Rotten,33%,Spilled,55%,5.9,Cal Brunker,Catherine Winder|Luke Carroll|Brian Inerfeld,Bob Barlen|Cal Brunker,Brendan Fraser|Sarah Jessica Parker|Jessica Alba|Jane Lynch|Craig Robinson
Arbitrage, 2012/9/14,Thriller/Suspense,12000000.0,7919574.0,Certified Fresh,87%,Upright,62%,6.7,Nicholas Jarecki,Laura Bickford|Kevin Turen|Justin Nappi|Robert Salerno,Nicholas Jarecki,Richard Gere|Susan Sarandon|Tim Roth|Brit Marling|Nate Parker
Dolphin Tale 2, 2014/9/12,Drama,36000000.0,16550000.0,Fresh,73%,Upright,82%,6.8,Charles Martin Smith,Broderick Johnson|Richard Ingber|Andrew A. Kosove|Steven P. Wegner,Charles Martin Smith,"Harry Connick, Jr.|Ashley Judd|Kris Kristofferson|Morgan Freeman|Nathan Gamble"
Sucker Punch, 2011/3/25,Action,75000000.0,36392502.0,Rotten,23%,Spilled,47%,6.1,Zack Snyder,Deborah Snyder|Zack Snyder,Zack Snyder|Steve Shibuya,Emily Browning|Abbie Cornish|Jena Malone|Vanessa Hudgens|Jamie Chung
The Collection, 2012/11/30,Horror,10000000.0,6810754.0,Rotten,37%,Spilled,50%,6.1,Marcus Dunstan,Brett Forbes|Mickey Liddell|Jennifer Hilton Montroe|Julie Richardson|Patrick Rizzotti,Marcus Dunstan|Patrick Melton,Josh Stewart|Emma Fitzpatrick|Lee Tergesen|Christopher McDonald|Shannon Kane
MOOZ-lum, 2011/2/11,Drama,1549141.0,362239.0,Fresh,78%,Upright,78%,6.7,Qasim Basir,Dana Offenbach|Samad Davis,Qasim Basir,Evan Ross|Nia Long|Roger Guenveur Smith|Danny Glover|Summer Bishil
Damsels in Distress, 2012/4/6,Black Comedy,3000000.0,1007535.0,Certified Fresh,75%,Spilled,40%,5.8,Whit Stillman,Martin Shafer|Liz Glotzer,Whit Stillman,Greta Gerwig|Adam Brody|Analeigh Tipton|Carrie MacLemor|Hugo Becker
Contraband, 2012/1/13,Action,25000000.0,66528000.0,Rotten,51%,Spilled,57%,6.5,Baltasar Kormakur,Tim Bevan|Eric Fellner|Baltasar Kormakur|Stephen Levinson|Mark Wahlberg,Aaron Guzikowski,Mark Wahlberg|Kate Beckinsale|Ben Foster|Giovanni Ribisi|Lukas Haas
Shark Night 3D, 2011/9/2,Horror,25000000.0,18877153.0,Rotten,17%,Spilled,22%,3.9,David R. Ellis,Mike Fleiss|Lynette Howell|Chris Briggs,Will Hayes|Jesse Studenberg,Sara Paxton|Dustin Milligan|Katharine McPhee|Donal Logue|Chris Carmack
Journey to the Center of the Earth, 2008/7/11,Adventure,45000000.0,101704370.0,Fresh,61%,Spilled,52%,5.8,Eric Brevig,Charlotte Huggins|Beau Flynn,Michael Weiss|Jennifer Flockett|Mark Levin,Brendan Fraser|Anita Briem|Josh Hutcherson
Fever Pitch, 2005/4/8,Comedy,40000000.0,42071069.0,Fresh,65%,Upright,60%,6.2,Peter Farrelly|Bobby Farrelly,Alan Greenspan|Amanda Posey|Gil Netter|Drew Barrymore|Nancy Juvonen|Bradley Thomas,Lowell Ganz|Babaloo Mandel,Drew Barrymore|Jimmy Fallon|James Sikking|JoBeth Williams|Willie Garson
Snatch, 2000/12/8,Black Comedy,10000000.0,30093107.0,Fresh,73%,Upright,94%,8.3,Guy Ritchie,Matthew Vaughn,Guy Ritchie,Benicio Del Toro|Dennis Farina|Vinnie Jones|Brad Pitt|Rade Sherbedgia
The Amazing Spider-Man 2, 2014/5/2,Action,200000000.0,202853933.0,Rotten,53%,Upright,68%,7.0,Marc Webb,Avi Arad|Matthew Tolmach,Jeff Pinkner|Alex Kurtzman|Roberto Orci,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Paul Giamatti
Nacho Libre, 2006/6/16,Comedy,32000000.0,80197993.0,Rotten,40%,Spilled,54%,5.7,Jared Hess,Mike White|Jack Black|Julia Pistor|David Klawans,Jared Hess|Jerusha Hess|Mike White,Jack Black|Ana de la Reguera|Hector Jimenez|Peter Stormare|Darius A. Rose
Jack and Jill, 2011/11/11,Comedy,79000000.0,74158157.0,Rotten,3%,Spilled,37%,3.5,Dennis Dugan,Todd Garner|Adam Sandler|Jack Giarraputo,Steve Koren|Adam Sandler,Adam Sandler|Katie Holmes|Tim Meadows|David Spade|Eugenio Derbez
Star Wars Ep. III: Revenge of the Sith, 2005/5/19,Adventure,115000000.0,380270577.0,Certified Fresh,80%,Upright,65%,7.7,George Lucas,Rick McCallum,George Lucas,Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson
Peeples, 2013/5/10,Romantic Comedy,15000000.0,9177065.0,Rotten,35%,Spilled,50%,5.1,Tina Gordon Chism,Tyler Perry|Ozzie Areu|Matt Moore|Paul Hall|Stephanie Allain,Tina Gordon Chism,Craig Robinson|Kerry Washington|David Alan Grier|S. Epatha Merkerson|Tyler James Williams
300, 2007/3/9,Action,60000000.0,210614939.0,Fresh,60%,Upright,89%,7.8,Zack Snyder,Mark Canton|Bernie Goldmann|Jeffrey Silver,Zack Snyder|Kurt Johnstad|Michael B. Gordon,Gerard Butler|Lena Headey|Dominic West|David Wenham|Vincent Regan
Finding Forrester, 2000/12/19,Drama,43000000.0,51768623.0,Certified Fresh,73%,Upright,79%,7.3,Gus Van Sant,Laurence Mark|Sean Connery|Rhonda Tollefson,Mike Rich,Sean Connery|F. Murray Abraham|Anna Paquin|Busta Rhymes|Rob Brown
Chain Letter, 2010/10/1,Horror,3000000.0,205842.0,Rotten,23%,Spilled,19%,4.1,Deon Taylor,Deon Taylor|Michael J. Pagan,Deon Taylor|Michael J. Pagan,Nikki Reed|Michael J. Pagan|Noah Segan|Matt Cohen|Michael Bailey Smith
Law Abiding Citizen, 2009/10/16,Thriller/Suspense,53000000.0,73357727.0,Rotten,25%,Upright,75%,7.4,F. Gary Gray,Lucas Foster|Gerard Butler|Alan Siegel|Mark Gill|Kurt Wimmer|Robert Katz,Kurt Wimmer,Jamie Foxx|Gerard Butler|Colm Meaney|Bruce McGill|Leslie Bibb
Pirates of the Caribbean: At World's End, 2007/5/24,Adventure,300000000.0,309420425.0,Rotten,45%,Upright,72%,7.1,Gore Verbinski,Jerry Bruckheimer,Ted Elliott|Terry Rossio,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport
Paranormal Activity 4, 2012/10/19,Horror,5000000.0,53900335.0,Rotten,24%,Spilled,35%,4.5,Henry Joost|Ariel Schulman,Jason Blum|Oren Peli,Christopher Landon,Kathryn Newton|Matt Shively|Aiden Lovecamp|Brady Allen|Stephen Dunham
Percy Jackson: Sea of Monsters, 2013/8/7,Adventure,90000000.0,68559554.0,Rotten,41%,Spilled,56%,5.9,Thor Freudenthal,Karen Rosenfelt|Michael Barnathan,Marc Guggenheim,Logan Lerman|Alexandra Daddario|Douglas Smith|Leven Rambin|Brandon T. Jackson
The Giver, 2014/8/15,Drama,25000000.0,41329400.0,Rotten,33%,Upright,65%,6.8,Phillip Noyce,Nikki Silver|Jeff Bridges|Neil Koenigsberg,Michael Mitnick|Robert B. Weide,Jeff Bridges|Meryl Streep|Brenton Thwaites|Alexander Skarsgård|Odeya Rush
Top Gun, 1986/5/16,Action,15000000.0,179800601.0,Rotten,54%,Upright,84%,6.8,Tony Scott,Don Simpson|Jerry Bruckheimer,"Jim Cash|Jack Epps, Jr.",Tom Cruise|Kelly McGillis|Val Kilmer|Anthony Edwards|Tom Skerritt
The Time Traveler's Wife, 2009/8/14,Drama,39000000.0,63414846.0,Rotten,37%,Spilled,59%,7.1,Robert Schwentke,Nick Wechsler|Dede Gardner,Bruce Joel Rubin,Rachel McAdams|Eric Bana|Arliss Howard|Ron Livingston|Stephen Tobolowsky
State of Play, 2009/4/17,Thriller/Suspense,60000000.0,37017955.0,Certified Fresh,84%,Upright,73%,7.1,Kevin MacDonald,Andrew Hauptman|Tim Bevan|Eric Fellner,Matthew Michael Carnahan|Tony Gilroy|Billy Ray,Russell Crowe|Ben Affleck|Rachel McAdams|Helen Mirren|Robin Wright
Elf, 2003/11/7,Comedy,32000000.0,173398518.0,Certified Fresh,84%,Upright,78%,6.9,Jon Favreau,Jon Berg|Todd Komarnicki|Shauna Robertson,David Berenbaum,Will Ferrell|James Caan|Bob Newhart|Edward Asner|Mary Steenburgen
The Vow, 2012/2/10,Drama,30000000.0,125014030.0,Rotten,29%,Upright,63%,6.8,Michael Sucsy,Gary Barber|Roger Birnbaum,Abby Kohn|Marc Silverstein|Jason Katims,Rachel McAdams|Channing Tatum|Jessica Lange|Sam Neill|Jessica McNamee
We Bought a Zoo, 2011/11/26,Drama,50000000.0,75624550.0,Fresh,66%,Upright,72%,7.1,Cameron Crowe,Julie Yorn|Cameron Crowe|Rick Yorn,Aline Brosh McKenna|Cameron Crowe,Matt Damon|Scarlett Johansson|Thomas Haden Church|Colin Ford|Maggie Elizabeth Jones
The Land Before Time, 1988/11/18,Adventure,12300000.0,48092846.0,Fresh,74%,Upright,78%,7.3,Don Bluth,Don Bluth|Gary Oldman|John Pomeroy,Stu Krieger,Fred Gwynne|Helen Shaver|Gabriel Damon|Candace Hutson|Burke Byrnes
Alex Cross, 2012/10/19,Thriller/Suspense,35000000.0,25888412.0,Rotten,12%,Spilled,48%,5.1,Rob Cohen,Bill Block|Paul Hanson|James Patterson|Steve Bowen|Randall Emmett|Leopoldo Gout,Marc Moss|Kerry Williamson,Tyler Perry|Edward Burns|Matthew Fox|Jean Reno|Carmen Ejogo
The Terminal, 2004/6/18,Drama,75000000.0,77073959.0,Fresh,61%,Upright,74%,7.3,Steven Spielberg,Walter F. Parkes|Laurie MacDonald|Steven Spielberg,Sacha Gervasi|Jeff Nathanson,Tom Hanks|Catherine Zeta-Jones|Stanley Tucci|Chi McBride|Diego Luna
The Woman in Black, 2012/2/3,Thriller/Suspense,15000000.0,54333290.0,Fresh,66%,Spilled,55%,6.5,James Watkins,Richard Jackson|Simon Oakes|Brian Oliver,Jane Goldman,Daniel Radcliffe|Ciaran Hinds|Janet McTeer|Liz White|Shaun Dooley
The Road to El Dorado, 2000/3/31,Adventure,95000000.0,50802661.0,Rotten,48%,Upright,64%,6.8,Eric Bergeron|Don Paul,Bonne Radford|Brooke Breton,Ted Elliott|Terry Rossio,Kevin Kline|Kenneth Branagh|Rosie Perez|Armand Assante|Edward James Olmos
"O Brother, Where Art Thou?", 2000/12/22,Comedy,26000000.0,45506619.0,Certified Fresh,77%,Upright,89%,7.8,Joel Coen,Ethan Coen,Ethan Coen|Joel Coen,George Clooney|John Turturro|Tim Blake Nelson|Charles Durning|Michael Badalucco
Wanted, 2008/6/27,Action,75000000.0,134508551.0,Certified Fresh,71%,Upright,69%,6.7,Timur Bekmambetov,Marc Platt|Jim Lemley|Jason Netter|Iain Smith,Michael Brandt|Derek Haas|Chris Morgan,James McAvoy|Morgan Freeman|Angelina Jolie|Terence Stamp|Thomas Kretschmann
The Missing, 2003/11/26,Western,65000000.0,26900336.0,Rotten,58%,Spilled,51%,6.5,Ron Howard,Brian Grazer|Daniel Ostroff|Ron Howard,Ken Kaufman,Tommy Lee Jones|Cate Blanchett|Evan Rachel Wood|Jenna Boyd|Eric Schweig
Tammy, 2014/7/2,Comedy,20000000.0,84203480.0,Rotten,24%,Spilled,39%,4.8,Ben Falcone,Will Ferrell|Adam McKay|Melissa McCarthy,Ben Falcone|Melissa McCarthy,Melissa McCarthy|Susan Sarandon|Kathy Bates|Allison Janney|Dan Aykroyd
To Rome with Love, 2012/6/22,Romantic Comedy,21500000.0,16684352.0,Rotten,43%,Spilled,41%,6.3,Woody Allen,Letty Aronson|Stephen Tenenbaum|Giampaulo Letta|Faruk Alatan,Woody Allen,Woody Allen|Alec Baldwin|Roberto Benigni|Penelope Cruz|Judy Davis
Schindler's List, 1993/12/15,Drama,25000000.0,96067179.0,Certified Fresh,97%,Upright,97%,8.9,Steven Spielberg,Steven Spielberg|Gerald R. Molen|Branko Lustig,Steven Zaillian,Liam Neeson|Ben Kingsley|Ralph Fiennes|Caroline Goodall|Jonathan Sagall
Walk the Line, 2005/11/18,Drama,29000000.0,119519402.0,Certified Fresh,82%,Upright,90%,7.9,James Mangold,Cathy Konrad|James Keach,Gill Dennis|James Mangold,Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin|Robert Patrick|Dallas Roberts
Texas Chainsaw 3D, 2013/1/4,Horror,20000000.0,34341945.0,Rotten,19%,Spilled,42%,4.8,John Luessenhop,Carl Mazzocone,Adam Marcus|Debra Sullivan|Kirsten Elms,Alexandra Daddario|Dan Yeager|Termaine 'Trey Songz' Neverson|Scott Eastwood|Tania Raymonde
Oz the Great and Powerful, 2013/3/8,Adventure,200000000.0,234770996.0,Rotten,59%,Spilled,56%,6.4,Sam Raimi,Joe Roth,Michell Kapner|David Lindsay-Abaire,James Franco|Mila Kunis|Rachel Weisz|Michelle Williams|Zach Braff
Eagle Eye, 2008/9/26,Thriller/Suspense,80000000.0,101440743.0,Rotten,26%,Upright,62%,6.6,D.J. Caruso,Alex Kurtzman|Roberto Orci|Patrick Crowley,John Glenn|Travis Adam Wright|Hillary Seitz|Dan McDermott,Shia LaBeouf|Michelle Monaghan|Rosario Dawson|Michael Chiklis|Anthony Mackie
My Big Fat Greek Wedding, 2002/4/19,Romantic Comedy,5000000.0,241438208.0,Certified Fresh,76%,Upright,73%,6.6,Joel Zwick,Rita Wilson|Tom Hanks|Gary Goetzman,Nia Vardalos,Nia Vardalos|John Corbett|Michael Constantine|Lainie Kazan|Andrea Martin
G-Force, 2009/7/24,Adventure,150000000.0,119436770.0,Rotten,22%,Spilled,40%,5.1,Hoyt H. Yeatman,Jerry Bruckheimer,Cormac Wibberley|Marianne Wibberley,Zach Galifianakis|Bill Nighy|Will Arnett|Kelli Garner|Tyler Patrick Jones
After the Sunset, 2004/11/12,Action,57000000.0,28328132.0,Rotten,18%,Spilled,52%,6.3,Brett Ratner,Tripp Vinson|Jay Stern|Beau Flynn,Paul Zbyszewski|Craig Rosenberg,Pierce Brosnan|Salma Hayek|Woody Harrelson|Don Cheadle|Naomie Harris
Gran Torino, 2008/12/12,Drama,25000000.0,148095302.0,Certified Fresh,79%,Upright,90%,8.2,Clint Eastwood,Clint Eastwood|Robert Lorenz|Bill Gerber,Nick Schenk,Clint Eastwood|Bee Vang|Ahney Her|Christopher Carley|Brian Haley
Mrs. Doubtfire, 1993/11/24,Comedy,25000000.0,219195051.0,Fresh,71%,Upright,76%,6.8,Chris Columbus,Marsha Garces Williams|Robin Williams|Mark Radcliffe,Randi Mayem Singer|Leslie Dixon,Robin Williams|Sally Field|Pierce Brosnan|Harvey Fierstein|Polly Holliday
Black Hawk Down, 2001/12/28,Action,95000000.0,108638745.0,Certified Fresh,76%,Upright,88%,7.7,Ridley Scott,Jerry Bruckheimer|Ridley Scott,Ken Nolan,Josh Hartnett|Ewan McGregor|Tom Sizemore|Eric Bana|William Fichtner
Babel, 2006/10/27,Drama,20000000.0,34302837.0,Fresh,69%,Upright,77%,7.5,Alejandro Gonzalez Inarritu,Alejandro Gonzalez Inarritu|Jon Kilik|Steve Golin,Guillermo Arriaga,Brad Pitt|Cate Blanchett|Gael Garcia Bernal|Koji Yakusho|Adriana Barraza
Ratatouille, 2007/6/29,Comedy,150000000.0,206445654.0,Certified Fresh,96%,Upright,87%,8.0,Brad Bird,Brad Lewis,Brad Bird,Patton Oswalt|Ian Holm|Lou Romano|Brian Dennehy|Peter Sohn
Splash, 1984/3/9,Comedy,8000000.0,62599495.0,Fresh,92%,Spilled,58%,6.2,Ron Howard,Brian Grazer,Lowell Ganz|Babaloo Mandel|Bruce Jay Friedman,Tom Hanks|Daryl Hannah|Eugene Levy|John Candy|Dody Goodman
The Fault in Our Stars, 2014/6/6,Drama,12000000.0,124793131.0,Certified Fresh,80%,Upright,88%,8.2,Josh Boone,Wyck Godfrey|Marty Bowen,Scott Neustadter|Michael H. Weber,Shailene Woodley|Ansel Elgort|Laura Dern|Sam Trammell|Nat Wolff
High Crimes, 2002/4/5,Thriller/Suspense,42000000.0,41543207.0,Rotten,31%,Spilled,51%,6.3,Carl Franklin,Arnon Milchan|Janet Yang|Jesse B'Franklin,Yuri Zeltser|Cary Bickley,Ashley Judd|Morgan Freeman|James Caviezel|Amanda Peet|Tom Bower
Jurassic Park III, 2001/7/18,Action,93000000.0,181166115.0,Rotten,49%,Spilled,37%,5.9,Joe Johnston,Kathleen Kennedy|Larry Franco,Peter Buchman,Sam Neill|William H. Macy|Tea Leoni|Alessandro Nivola|Trevor Morgan
Black Snake Moan, 2007/3/2,Drama,15000000.0,9396870.0,Fresh,66%,Upright,69%,7.0,Craig Brewer,John Singleton|Stephanie Allain|Keith Brian Burns,Craig Brewer,Samuel L. Jackson|Christina Ricci|Justin Timberlake|S. Epatha Merkerson|John Cothran
Miami Vice, 2006/7/28,Action,135000000.0,63478838.0,Rotten,47%,Spilled,43%,6.0,Michael Mann,Michael Mann|Pieter Jan Brugge,Michael Mann,Colin Farrell|Jamie Foxx|Gong Li|Naomie Harris|Ciaran Hinds
Kiss the Girls, 1997/10/3,Thriller/Suspense,27000000.0,60527873.0,Rotten,30%,Upright,63%,6.5,Gary Fleder,David Brown|Joe Wizan,David Klass,Morgan Freeman|Ashley Judd|Cary Elwes|Tony Goldwyn|Jay O. Sanders
The Shaggy Dog, 2006/3/10,Comedy,60000000.0,61123569.0,Rotten,26%,Spilled,40%,4.4,Brian Robbins,David Hoberman|Tim Allen,Cormac Wibberley|Marianne Wibberley|Geoff Rodkey|Jack Amiel|Michael Begler,Tim Allen|Kristin Davis|Zena Grey|Spencer Breslin|Danny Glover
Don't Be Afraid of the Dark, 2011/8/26,Horror,25000000.0,24046682.0,Rotten,58%,Spilled,34%,5.6,Troy Nixey,Guillermo Del Toro|Mark Johnson,Guillermo Del Toro|Matthew Robbins,Katie Holmes|Guy Pearce|Bailee Madison|Jack Thompson
Minority Report, 2002/6/21,Action,102000000.0,132024714.0,Certified Fresh,90%,Upright,80%,7.7,Steven Spielberg,Gerald R. Molen|Bonnie Curtis|Walter F. Parkes|Jan De Bont,Scott Frank,Tom Cruise|Colin Farrell|Samantha Morton|Max von Sydow|Kathryn Morris
Warrior, 2011/9/9,Drama,25000000.0,13657115.0,Certified Fresh,83%,Upright,92%,8.3,Gavin O'Connor,Masanobu Takayanagi|Gavin O'Connor|Greg O Connor,Gavin O'Connor|Anthony Tambakis|Cliff Dorfman,Joel Edgerton|Tom Hardy|Jennifer Morrison|Frank Grillo|Nick Nolte
Think Like a Man, 2012/4/20,Romantic Comedy,12000000.0,91547205.0,Rotten,53%,Upright,80%,6.6,Tim Story,Will Packer,Keith Merryman|David A. Newman,Michael Ealy|Jerry Ferrara|Meagan Good|Regina Hall|Kevin Hart
Dead Man Down, 2013/3/8,Thriller/Suspense,30000000.0,10895295.0,Rotten,37%,Spilled,47%,6.5,Niels Arden Oplev,Neal H. Moritz|J.H. Wyman,J.H. Wyman,Colin Farrell|Noomi Rapace|Terrence Howard|Dominic Cooper|Isabelle Huppert
Whiteout, 2009/9/11,Thriller/Suspense,35000000.0,10275638.0,Rotten,7%,Spilled,21%,5.5,Dominic Sena,Susan Downey|David Gambino|Joel Silver,Jon Hoeber|Erich Hoeber|Chad Hayes|Carey W. Hayes,Kate Beckinsale|Gabriel Macht|Tom Skerritt|Columbus Short|Alex O'Loughlin
The Italian Job, 2003/5/30,Adventure,60000000.0,106126012.0,Fresh,73%,Upright,80%,7.0,F. Gary Gray,Donald De Line,Donna Powers|Wayne Powers,Mark Wahlberg|Charlize Theron|Edward Norton|Seth Green|Jason Statham
The Nutcracker in 3D, 2010/11/24,Musical,90000000.0,195459.0,Rotten,0%,Spilled,29%,4.4,Andrei Konchalovsky,Andrei Konchalovsky|Paul Lowin,Andrei Konchalovsky|Chris Solimine,Elle Fanning|Nathan Lane|Frances de la Tour|John Turturro|Richard E. Grant
Showtime, 2002/3/15,Comedy,85000000.0,37948765.0,Rotten,25%,Spilled,25%,5.5,Tom Dey,Jorge Saralegui|Jane Rosenthal,Keith Sharon|Alfred Gough|Miles Millar,Robert De Niro|Eddie Murphy|Rene Russo|Frankie Faison|William Shatner
Speed, 1994/6/10,Action,30000000.0,121248145.0,Certified Fresh,93%,Upright,75%,7.2,Jan De Bont,Mark Gordon,Graham Yost,Keanu Reeves|Dennis Hopper|Sandra Bullock|Joe Morton|Jeff Daniels
Bucky Larson: Born to Be a Star, 2011/9/9,Comedy,10000000.0,2529395.0,Rotten,0%,Spilled,25%,3.2,Tom Brady,Adam Sandler|Jack Giarraputo|Allen Covert|Nick Swardson|David Dorfman,Adam Sandler|Nick Swardson|Allen Covert,Nick Swardson|Christina Ricci|Don Johnson|Stephen Dorff|Kevin Nealon
Amigo, 2011/8/19,Drama,1500000.0,184705.0,Fresh,62%,Spilled,54%,5.6,John Sayles,Maggie Renzi,John Sayles,Joel Torre|Chris Cooper|Garret Dillahunt|DJ Qualls|Rio Locksin
Crimson Tide, 1995/5/12,Action,55000000.0,91387195.0,Certified Fresh,87%,Upright,83%,7.3,Tony Scott,Don Simpson|Jerry Bruckheimer,Michael Schiffer,Denzel Washington|Gene Hackman|George Dzundza|Viggo Mortensen|James Gandolfini
The World's End, 2013/8/23,Comedy,20000000.0,26004851.0,Certified Fresh,89%,Upright,72%,7.0,Edgar Wright,Nira Park|Tim Bevan|Eric Fellner,Simon Pegg|Edgar Wright,Nick Frost|Simon Pegg|Paddy Considine|Martin Freeman|Eddie Marsan
The Best Exotic Marigold Hotel, 2012/5/4,Comedy,10000000.0,46383639.0,Certified Fresh,78%,Upright,79%,7.3,John Madden,Graham Broadbent|Pete Czernin,Ol Parker,Judi Dench|Bill Nighy|Penelope Wilton|Dev Patel|Celia Imrie
What's Your Number?, 2011/9/30,Romantic Comedy,20000000.0,14011084.0,Rotten,23%,Spilled,44%,6.0,Mark Mylod,Tripp Vinson|Beau Flynn,Gabrielle Allan|Jennifer Crittenden,"Anna Faris|Chris Evans|Ari Graynor|Blythe Danner|Ed Begley, Jr."
Intolerable Cruelty, 2003/10/10,Romantic Comedy,60000000.0,35327628.0,Certified Fresh,75%,Spilled,47%,6.3,Joel Coen,Ethan Coen|Brian Grazer,Robert Ramsey|Matthew Stone|Ethan Coen|Joel Coen,George Clooney|Catherine Zeta-Jones|Cedric the Entertainer|Geoffrey Rush|Billy Bob Thornton
The Monuments Men, 2014/2/7,Drama,70000000.0,78031620.0,Rotten,32%,Spilled,45%,6.1,George Clooney,George Clooney|Grant Heslov,George Clooney|Grant Heslov,George Clooney|Matt Damon|Bill Murray|John Goodman|Jean Dujardin
